"ID,N,4,0","WIDTH,N,17,15","HEIGHT,N,17,15","AREA,N,17,15","PERIMETER,N,17,15"
3214,"0,039863","0,040321","0,001607","0,160367"
3215,"0,084765","0,090722","0,00769","0,350975"
3216,"0,059966","0,067182","0,004029","0,254296"
3217,"0,050172","0,071478","0,003586","0,2433"
3218,"0,056014","0,070103","0,003927","0,252235"
3219,"0,096564","0,082475","0,007964","0,358077"
3220,"0,035567","0,032474","0,001155","0,136083"
3221,"0,028179","0,029382","0,000828","0,115121"
3222,"0,100344","0,124055","0,012448","0,448799"
3223,"0,028694","0,033162","0,000952","0,123712"
3224,"0,035052","0,028737","0,001007","0,127578"
3225,"0,033892","0,026546","0,0009","0,120877"
3226,"0,092784","0,07442","0,006905","0,334408"
3227,"0,105348","0,081379","0,008573","0,373455"
3228,"0,023969","0,038853","0,000931","0,125645"
3229,"0,052578","0,061469","0,003232","0,228094"
3230,"0,118299","0,081959","0,009696","0,400517"
3231,"0,054897","0,050645","0,00278","0,211083"
3232,"0,042913","0,052191","0,00224","0,190207"
3233,"0,204898","0,225774","0,046261","0,861343"
3234,"0,103609","0,121006","0,012537","0,449228"
3235,"0,066882","0,080413","0,005378","0,294589"
3236,"0,03982","0,039433","0,00157","0,158506"
3237,"0,136083","0,098196","0,013363","0,468558"
3238,"0,047552","0,05683","0,002702","0,208764"
3239,"0,05509","0,048132","0,002652","0,206444"
3240,"0,033054","0,031315","0,001035","0,128738"
3241,"0,074227","0,083505","0,006198","0,315465"
3242,"0,023196","0,028222","0,000655","0,102835"
3243,"0,085825","0,103222","0,008859","0,378094"
3244,"0,049871","0,044459","0,002217","0,18866"
3245,"0,069588","0,085438","0,005945","0,310053"
3246,"0,050645","0,068428","0,003466","0,238145"
3247,"0,034021","0,045619","0,001552","0,159279"
3248,"0,05741","0,053737","0,003085","0,222295"
3249,"0,036727","0,043299","0,00159","0,160052"
3250,"0,035567","0,049098","0,001746","0,169331"
3251,"0,03982","0,04098","0,001632","0,161599"
3252,"0,026095","0,01759","0,000459","0,087371"
3253,"0,049871","0,057217","0,002853","0,214176"
3254,"0,066882","0,130284","0,008714","0,394331"
3255,"0,141109","0,085052","0,012002","0,452321"
3256,"0,045619","0,045619","0,002081","0,182475"
3257,"0,097036","0,150001","0,014556","0,494074"
3258,"0,105155","0,112114","0,011789","0,434538"
3259,"0,056057","0,07616","0,004269","0,264434"
3260,"0,040013","0,047745","0,00191","0,175516"
3261,"0,023776","0,041753","0,000993","0,131057"
3262,"0,032474","0,028608","0,000929","0,122165"
3263,"0,07906","0,069201","0,005471","0,296522"
3264,"0,033248","0,050645","0,001684","0,167784"
3265,"0,041366","0,047938","0,001983","0,178609"
3266,"0,041753","0,044072","0,00184","0,17165"
3267,"0,045522","0,049001","0,002231","0,189047"
3268,"0,084375","0,050741","0,004281","0,270233"
3269,"0,041463","0,040303","0,001671","0,163532"
3270,"0,103222","0,098873","0,010206","0,40419"
3271,"0,042043","0,041463","0,001743","0,167011"
3272,"0,084665","0,050741","0,004296","0,270813"
3273,"0,033054","0,054221","0,001792","0,17455"
3274,"0,069153","0,083723","0,00579","0,305752"
3275,"0,022399","0,022399","0,000502","0,089594"
3276,"0,024247","0,023268","0,000564","0,095031"
3277,"0,027183","0,025661","0,000698","0,105687"
3278,"0,021529","0,025226","0,000543","0,093509"
3279,"0,027835","0,026095","0,000726","0,107861"
3280,"0,045667","0,04371","0,001996","0,178754"
3281,"0,029357","0,021746","0,000638","0,102207"
3282,"0,134392","0,206589","0,027764","0,681961"
3283,"0,028488","0,027183","0,000774","0,111341"
3284,"0,033054","0,035011","0,001157","0,136131"
3285,"0,060454","0,049581","0,002997","0,220072"
3286,"0,026095","0,017614","0,00046","0,08742"
3287,"0,044036","0,039143","0,001724","0,166359"
3288,"0,113841","0,125584","0,014297","0,478852"
3289,"0,02952","0,03474","0,001026","0,12852"
3290,"0,035555","0,039959","0,001421","0,151027"
3291,"0,042731","0,027726","0,001185","0,140915"
3292,"0,036044","0,039469","0,001423","0,151027"
3293,"0,014189","0,020061","0,000285","0,068501"
3294,"0,027074","0,036697","0,000994","0,127542"
3295,"0,023812","0,01631","0,000388","0,080244"
3296,"0,062303","0,065565","0,004085","0,255735"
3297,"0,076329","0,06002","0,004581","0,272698"
3298,"0,105034","0,107318","0,011272","0,424704"
3299,"0,033272","0,032782","0,001091","0,132108"
3300,"0,066054","0,060346","0,003986","0,2528"
3301,"0,039469","0,051865","0,002047","0,182668"
3302,"0,025932","0,045178","0,001172","0,14222"
3303,"0,061406","0,057981","0,00356","0,238773"
3304,"0,076329","0,078042","0,005957","0,308742"
3305,"0,037186","0,065076","0,00242","0,204523"
3306,"0,043302","0,046483","0,002013","0,179569"
3307,"0,030581","0,029602","0,000905","0,120365"
3308,"0,02948","0,030825","0,000909","0,12061"
3309,"0,10165","0,096512","0,00981","0,396325"
3310,"0,07266","0,095412","0,006933","0,336142"
3311,"0,125136","0,103118","0,012904","0,456507"
3312,"0,09798","0,13064","0,0128","0,457241"
3313,"0,076329","0,092476","0,007059","0,33761"
3314,"0,085136","0,06899","0,005874","0,308253"
3315,"0,027293","0,030963","0,000845","0,116512"
3316,"0,026834","0,026376","0,000708","0,106421"
3317,"0,089219","0,111466","0,009945","0,401371"
3318,"0,025917","0,052752","0,001367","0,157337"
3319,"0,031651","0,044036","0,001394","0,151374"
3320,"0,024885","0,028555","0,000711","0,106879"
3321,"0,071559","0,07821","0,005597","0,299537"
3322,"0,035321","0,034174","0,001207","0,138989"
3323,"0,059862","0,070871","0,004242","0,261464"
3324,"0,068462","0,055045","0,003769","0,247015"
3325,"0,029415","0,028039","0,000825","0,114907"
3326,"0,024942","0,021846","0,000545","0,093577"
3327,"0,026662","0,027867","0,000743","0,109058"
3328,"0,045068","0,04008","0,001806","0,170296"
3329,"0,029587","0,045584","0,001349","0,150342"
3330,"0,025673","0,029931","0,000768","0,111208"
3331,"0,043735","0,029544","0,001292","0,146558"
3332,"0,019352","0,020642","0,000399","0,079987"
3333,"0,033801","0,060636","0,00205","0,188874"
3334,"0,082052","0,087728","0,007198","0,339559"
3335,"0,025931","0,029802","0,000773","0,111466"
3336,"0,026834","0,022964","0,000616","0,099597"
3337,"0,029802","0,04567","0,001361","0,150944"
3338,"0,0209","0,026899","0,000562","0,095598"
3339,"0,030576","0,027867","0,000852","0,116885"
3340,"0,030576","0,025351","0,000775","0,111853"
3341,"0,030479","0,024867","0,000758","0,110692"
3342,"0,025157","0,023706","0,000596","0,097727"
3343,"0,067635","0,068505","0,004633","0,27228"
3344,"0,019158","0,026415","0,000506","0,091147"
3345,"0,035124","0,030479","0,001071","0,131205"
3346,"0,025254","0,028737","0,000726","0,107983"
3347,"0,017634","0,040276","0,00071","0,11582"
3348,"0,02188","0,018723","0,00041","0,081205"
3349,"0,013933","0,010232","0,000143","0,048331"
3350,"0,0627","0,062264","0,003904","0,249928"
3351,"0,022424","0,024928","0,000559","0,094703"
3352,"0,027758","0,024819","0,000689","0,105153"
3353,"0,101561","0,053066","0,005389","0,309254"
3354,"0,074129","0,08409","0,006234","0,316438"
3355,"0,035105","0,018451","0,000648","0,107112"
3356,"0,056944","0,063373","0,003609","0,240635"
3357,"0,027247","0,046535","0,001268","0,147565"
3358,"0,039494","0,0597","0,002358","0,198386"
3359,"0,03184","0,039034","0,001243","0,141748"
3360,"0,037963","0,061843","0,002348","0,199611"
3361,"0,047147","0,065057","0,003067","0,224409"
3362,"0,039953","0,046382","0,001853","0,172669"
3363,"0,090621","0,08113","0,007352","0,343502"
3364,"0,051127","0,058169","0,002974","0,218592"
3365,"0,087865","0,076232","0,006698","0,328194"
3366,"0,035207","0,027554","0,00097","0,125522"
3367,"0,050821","0,058628","0,00298","0,218898"
3368,"0,035207","0,040106","0,001412","0,150626"
3369,"0,050974","0,033371","0,001701","0,168689"
3370,"0,048219","0,04133","0,001993","0,179099"
3371,"0,047147","0,028472","0,001342","0,151239"
3372,"0,078375","0,052352","0,004103","0,261453"
3373,"0,03934","0,025564","0,001006","0,129808"
3374,"0,022349","0,021584","0,000482","0,087865"
3375,"0,083273","0,050515","0,004207","0,267576"
3376,"0,073476","0,100724","0,007401","0,3484"
3377,"0,033064","0,0398","0,001316","0,145728"
3378,"0,078375","0,094601","0,007414","0,345951"
3379,"0,028778","0,026941","0,000775","0,111439"
3380,"0,045923","0,041637","0,001912","0,175119"
3381,"0,022196","0,017757","0,000394","0,079906"
3382,"0,044392","0,036126","0,001604","0,161036"
3383,"0,054036","0,037504","0,002027","0,183079"
3384,"0,057863","0,067966","0,003933","0,251656"
3385,"0,029391","0,030309","0,000891","0,119399"
3386,"0,044392","0,047147","0,002093","0,183079"
3387,"0,026941","0,029391","0,000792","0,112664"
3388,"0,032452","0,035514","0,001152","0,135931"
3389,"0,026941","0,03582","0,000965","0,125522"
3390,"0,074701","0,064598","0,004826","0,278598"
3391,"0,092152","0,083579","0,007702","0,351462"
3392,"0,082661","0,062761","0,005188","0,290844"
3393,"0,02786","0,033983","0,000947","0,123685"
3394,"0,095213","0,045923","0,004372","0,282272"
3395,"0,038575","0,060924","0,00235","0,198998"
3396,"0,056026","0,055413","0,003105","0,222878"
3397,"0,030309","0,024798","0,000752","0,110215"
3398,"0,060006","0,072252","0,004336","0,264515"
3399,"0,085416","0,075926","0,006485","0,322684"
3400,"0,045923","0,042249","0,00194","0,176343"
3401,"0,071946","0,044086","0,003172","0,232063"
3402,"0,02388","0,022961","0,000548","0,093682"
3403,"0,033677","0,037963","0,001278","0,143279"
3404,"0,042555","0,040412","0,00172","0,165934"
3405,"0,03735","0,028472","0,001063","0,131645"
3406,"0,053883","0,046229","0,002491","0,200223"
3407,"0,042555","0,048372","0,002058","0,181854"
3408,"0,048066","0,04776","0,002296","0,191651"
3409,"0,063373","0,071027","0,004501","0,268801"
3410,"0,034595","0,032758","0,001133","0,134707"
3411,"0,022961","0,025717","0,00059","0,097356"
3412,"0,042861","0,068731","0,002946","0,223184"
3413,"0,030615","0,036738","0,001125","0,134707"
3414,"0,065823","0,052964","0,003486","0,237573"
3415,"0,060465","0,04975","0,003008","0,220429"
3416,"0,026176","0,029237","0,000765","0,110827"
3417,"0,024492","0,032299","0,000791","0,113582"
3418,"0,03536","0,034748","0,001229","0,140217"
3419,"0,026941","0,026023","0,000701","0,105928"
3420,"0,022196","0,038728","0,00086","0,121848"
3421,"0,129502","0,086335","0,011181","0,431673"
3422,"0,051127","0,04776","0,002442","0,197774"
3423,"0,036432","0,046535","0,001695","0,165934"
3424,"0,025104","0,022196","0,000557","0,094601"
3425,"0,021278","0,019134","0,000407","0,080824"
3426,"0,040565","0,030921","0,001254","0,142973"
3427,"0,036891","0,035667","0,001316","0,145116"
3428,"0,033753","0,032605","0,001101","0,132717"
3429,"0,051663","0,058322","0,003013","0,21997"
3430,"0,049137","0,087942","0,004321","0,274159"
3431,"0,03559","0,036509","0,001299","0,144197"
3432,"0,027783","0,037197","0,001033","0,129961"
3433,"0,029161","0,030309","0,000884","0,11894"
3434,"0,034442","0,030539","0,001052","0,129961"
3435,"0,04753","0,055566","0,002641","0,206193"
3436,"0,039034","0,058551","0,002286","0,195172"
3437,"0,033064","0,026865","0,000888","0,119858"
3438,"0,021813","0,026406","0,000576","0,096438"
3439,"0,045234","0,052582","0,002378","0,195631"
3440,"0,055979","0,030284","0,001695","0,172526"
3441,"0,181244","0,179409","0,032517","0,721307"
3442,"0,042902","0,045655","0,001959","0,177115"
3443,"0,121594","0,097275","0,011828","0,43774"
3444,"0,060568","0,06355","0,003849","0,248236"
3445,"0,05185","0,053226","0,00276","0,210152"
3446,"0,028678","0,02776","0,000796","0,112876"
3447,"0,073874","0,066074","0,004881","0,279896"
3448,"0,088787","0,069056","0,006131","0,315686"
3449,"0,062862","0,079839","0,005019","0,285403"
3450,"0,038084","0,085345","0,00325","0,246859"
3451,"0,115171","0,125265","0,014427","0,480871"
3452,"0,065156","0,069745","0,004544","0,269802"
3453,"0,03992","0,05185","0,00207","0,183539"
3454,"0,086263","0,057356","0,004948","0,287238"
3455,"0,058274","0,059879","0,003489","0,236306"
3456,"0,069974","0,073874","0,005169","0,287697"
3457,"0,104617","0,105994","0,011089","0,421221"
3458,"0,076169","0,08351","0,006361","0,319357"
3459,"0,060568","0,061944","0,003752","0,245024"
3460,"0,073415","0,083051","0,006097","0,312933"
3461,"0,043132","0,030054","0,001296","0,146372"
3462,"0,018354","0,019272","0,000354","0,075251"
3463,"0,032578","0,040608","0,001323","0,146372"
3464,"0,045196","0,029596","0,001338","0,149584"
3465,"0,043361","0,045885","0,00199","0,178491"
3466,"0,021336","0,034184","0,000729","0,111041"
3467,"0,031431","0,032119","0,00101","0,127101"
3468,"0,053226","0,050014","0,002662","0,206481"
3469,"0,100487","0,072612","0,007297","0,3462"
3470,"0,056094","0,070892","0,003977","0,253972"
3471,"0,085001","0,091884","0,00781","0,353771"
3472,"0,04164","0,061944","0,002579","0,207169"
3473,"0,03579","0,033725","0,001207","0,139031"
3474,"0,037511","0,031316","0,001175","0,137654"
3475,"0,030112","0,040092","0,001207","0,140407"
3476,"0,017551","0,022025","0,000387","0,079151"
3477,"0,032693","0,031316","0,001024","0,128018"
3478,"0,057126","0,071236","0,004069","0,256725"
3479,"0,048867","0,064353","0,003145","0,226441"
3480,"0,055062","0,055062","0,003032","0,220246"
3481,"0,05162","0,041984","0,002167","0,187209"
3482,"0,043705","0,051276","0,002241","0,189963"
3483,"0,052309","0,050588","0,002646","0,205793"
3484,"0,040608","0,027187","0,001104","0,135589"
3485,"0,034758","0,047491","0,001651","0,164497"
3486,"0,047146","0,052997","0,002499","0,200287"
3487,"0,133524","0,132836","0,017737","0,532721"
3488,"0,130083","0,15314","0,019921","0,566446"
3489,"0,064353","0,083969","0,005404","0,296644"
3490,"0,0616","0,071924","0,004431","0,267049"
3491,"0,054029","0,057815","0,003124","0,223688"
3492,"0,052653","0,060224","0,003171","0,225753"
3493,"0,107714","0,054373","0,005857","0,324175"
3494,"0,026843","0,029165","0,000783","0,112016"
3495,"0,037425","0,032005","0,001198","0,138858"
3496,"0,04078","0,085432","0,003484","0,252423"
3497,"0,021681","0,036392","0,000789","0,116146"
3498,"0,024003","0,02181","0,000524","0,091626"
3499,"0,025036","0,021551","0,00054","0,093175"
3500,"0,027746","0,036457","0,001012","0,128405"
3501,"0,081625","0,118404","0,009665","0,400057"
3502,"0,024842","0,025165","0,000625","0,100014"
3503,"0,035328","0,0442","0,001561","0,159055"
3504,"0,02823","0,025326","0,000715","0,107112"
3505,"0,096788","0,106789","0,010336","0,407155"
3506,"0,021455","0,0221","0,000474","0,087109"
3507,"0,037909","0,031295","0,001186","0,138407"
3508,"0,059686","0,065171","0,00389","0,249713"
3509,"0,048071","0,040328","0,001939","0,176799"
3510,"0,019358","0,016777","0,000325","0,072268"
3511,"0,019358","0,017583","0,00034","0,073881"
3512,"0,085819","0,03807","0,003267","0,247777"
3513,"0,073559","0,060976","0,004485","0,269071"
3514,"0,035166","0,06259","0,002201","0,195512"
3515,"0,057105","0,0442","0,002524","0,202609"
3516,"0,015809","0,023229","0,000367","0,078076"
3517,"0,021293","0,018712","0,000398","0,080011"
3518,"0,020003","0,016938","0,000339","0,073881"
3519,"0,067026","0,081544","0,005466","0,297139"
3520,"0,047426","0,040651","0,001928","0,176154"
3521,"0,083722","0,087109","0,007293","0,341662"
3522,"0,057347","0,06267","0,003594","0,240034"
3523,"0,040167","0,044764","0,001798","0,169863"
3524,"0,05154","0,050814","0,002619","0,204707"
3525,"0,021777","0,027343","0,000595","0,09824"
3526,"0,078156","0,063396","0,004955","0,283105"
3527,"0,04428","0,045974","0,002036","0,18051"
3528,"0,070171","0,053475","0,003752","0,247293"
3529,"0,044522","0,032908","0,001465","0,154861"
3530,"0,02831","0,02831","0,000801","0,113242"
3531,"0,024439","0,040409","0,000988","0,129696"
3532,"0,068236","0,080334","0,005482","0,297139"
3533,"0,043071","0,033392","0,001438","0,152925"
3534,"0,072591","0,089529","0,006499","0,32424"
3535,"0,027101","0,033876","0,000918","0,121953"
3536,"0,067268","0,055169","0,003711","0,244874"
3537,"0,042587","0,046942","0,001999","0,179058"
3538,"0,044522","0,028552","0,001271","0,14615"
3539,"0,038231","0,02952","0,001129","0,135503"
3540,"0,065332","0,063396","0,004142","0,257456"
3541,"0,075495","0,048394","0,003653","0,247777"
3542,"0,056137","0,03194","0,001793","0,176154"
3543,"0,04791","0,043555","0,002087","0,182929"
3544,"0,027585","0,029036","0,000801","0,113242"
3545,"0,059041","0,04549","0,002686","0,209062"
3546,"0,036054","0,03436","0,001239","0,140826"
3547,"0,035812","0,035328","0,001265","0,142278"
3548,"0,040651","0,038957","0,001584","0,159216"
3549,"0,040651","0,036054","0,001466","0,153409"
3550,"0,027585","0,029036","0,000801","0,113242"
3551,"0,060492","0,054443","0,003293","0,229871"
3552,"0,030488","0,038957","0,001188","0,138891"
3553,"0,108403","0,10937","0,011856","0,435546"
3554,"0,02831","0,03073","0,00087","0,118081"
3555,"0,025891","0,025891","0,00067","0,103563"
3556,"0,057589","0,044522","0,002564","0,204223"
3557,"0,034602","0,051056","0,001767","0,171315"
3558,"0,023713","0,026617","0,000631","0,100659"
3559,"0,073075","0,06388","0,004668","0,27391"
3560,"0,055653","0,09461","0,005265","0,300527"
3561,"0,064606","0,071139","0,004596","0,27149"
3562,"0,04174","0,043918","0,001833","0,171315"
3563,"0,04174","0,053354","0,002227","0,190188"
3564,"0,074769","0,048999","0,003664","0,247535"
3565,"0,082391","0,066784","0,005502","0,298349"
3566,"0,036658","0,03557","0,001304","0,144456"
3567,"0,024862","0,035388","0,00088","0,120501"
3568,"0,027585","0,031214","0,000861","0,117597"
3569,"0,058073","0,046458","0,002698","0,209062"
3570,"0,038473","0,040288","0,00155","0,157522"
3571,"0,185833","0,148811","0,027654","0,669289"
3572,"0,067873","0,106709","0,007243","0,349163"
3573,"0,099813","0,083117","0,008296","0,365859"
3574,"0,052266","0,074406","0,003889","0,253342"
3575,"0,029399","0,038836","0,001142","0,136471"
3576,"0,034118","0,037384","0,001275","0,143004"
3577,"0,047547","0,046821","0,002226","0,188737"
3578,"0,04791","0,035207","0,001687","0,166233"
3579,"0,04428","0,03557","0,001575","0,1597"
3580,"0,03566","0,038655","0,001378","0,14863"
3581,"0,014155","0,021233","0,000301","0,070776"
3582,"0,019872","0,024772","0,000492","0,089287"
3583,"0,025316","0,024227","0,000613","0,099087"
3584,"0,046821","0,052538","0,00246","0,198718"
3585,"0,114875","0,075676","0,008693","0,381103"
3586,"0,047093","0,048727","0,002295","0,19164"
3587,"0,060704","0,038655","0,002347","0,198718"
3588,"0,040832","0,035933","0,001467","0,15353"
3589,"0,020416","0,022594","0,000461","0,08602"
3590,"0,064243","0,075676","0,004862","0,279838"
3591,"0,032666","0,034844","0,001138","0,135019"
3592,"0,026133","0,024772","0,000647","0,101809"
3593,"0,026405","0,029944","0,000791","0,112697"
3594,"0,059071","0,056349","0,003329","0,230839"
3595,"0,017966","0,020961","0,000377","0,077854"
3596,"0,048727","0,048999","0,002388","0,195451"
3597,"0,066965","0,058526","0,003919","0,250983"
3598,"0,03566","0,034299","0,001223","0,139919"
3599,"0,048182","0,065876","0,003174","0,228117"
3600,"0,037021","0,039744","0,001471","0,15353"
3601,"0,021777","0,029399","0,00064","0,102353"
3602,"0,046821","0,038927","0,001823","0,171496"
3603,"0,062065","0,101809","0,006319","0,327748"
3604,"0,062882","0,032938","0,002071","0,19164"
3605,"0,040832","0,032666","0,001334","0,146997"
3606,"0,024227","0,020144","0,000488","0,088742"
3607,"0,047366","0,038382","0,001818","0,171496"
3608,"0,023955","0,022866","0,000548","0,093642"
3609,"0,020961","0,034027","0,000713","0,109975"
3610,"0,019055","0,023138","0,000441","0,084387"
3611,"0,025588","0,019055","0,000488","0,089287"
3612,"0,026133","0,032394","0,000847","0,117053"
3613,"0,047362","0,058108","0,002752","0,210941"
3614,"0,058108","0,050546","0,002937","0,217309"
3615,"0,05174","0,060496","0,00313","0,224473"
3616,"0,031044","0,03781","0,001174","0,137708"
3617,"0,091142","0,083978","0,007654","0,350241"
3618,"0,038407","0,033233","0,001276","0,14328"
3619,"0,033233","0,040596","0,001349","0,147658"
3620,"0,03383","0,037213","0,001259","0,142086"
3621,"0,046566","0,044576","0,002076","0,182285"
3622,"0,099102","0,070844","0,007021","0,339893"
3623,"0,026666","0,033034","0,000881","0,1194"
3624,"0,025373","0,025572","0,000649","0,101888"
3625,"0,017214","0,016318","0,000281","0,067063"
3626,"0,033432","0,051143","0,00171","0,169151"
3627,"0,028855","0,047163","0,001361","0,152036"
3628,"0,023482","0,022288","0,000523","0,09154"
3629,"0,065471","0,05572","0,003648","0,242383"
3630,"0,0199","0,015522","0,000309","0,070844"
3631,"0,030049","0,030845","0,000927","0,121788"
3632,"0,072834","0,058108","0,004232","0,261885"
3633,"0,032039","0,03582","0,001148","0,135718"
3634,"0,024477","0,026268","0,000643","0,10149"
3635,"0,04975","0,04577","0,002277","0,191041"
3636,"0,074824","0,08159","0,006105","0,312829"
3637,"0,056516","0,064874","0,003666","0,242781"
3638,"0,029054","0,058108","0,001688","0,174325"
3639,"0,025074","0,025472","0,000639","0,101092"
3640,"0,054128","0,060894","0,003296","0,230045"
3641,"0,048755","0,056914","0,002775","0,211339"
3642,"0,021691","0,02587","0,000561","0,095122"
3643,"0,08358","0,055123","0,004607","0,277407"
3644,"0,100296","0,12736","0,012774","0,455313"
3645,"0,048291","0,040596","0,00196","0,177774"
3646,"0,057312","0,068191","0,003908","0,251006"
3647,"0,056516","0,049883","0,002819","0,212798"
3648,"0,066864","0,084642","0,005659","0,303012"
3649,"0,035024","0,032105","0,001124","0,134259"
3650,"0,040861","0,032636","0,001334","0,146995"
3651,"0,044576","0,059966","0,002673","0,209083"
3652,"0,053598","0,056251","0,003015","0,219697"
3653,"0,056782","0,069252","0,003932","0,252067"
3654,"0,021227","0,028125","0,000597","0,098704"
3655,"0,034759","0,044045","0,001531","0,157609"
3656,"0,037677","0,038473","0,00145","0,152302"
3657,"0,033963","0,020431","0,000694","0,108787"
3658,"0,060231","0,078804","0,004746","0,27807"
3659,"0,053332","0,087295","0,004656","0,281254"
3660,"0,033963","0,036351","0,001235","0,140627"
3661,"0,033963","0,035555","0,001208","0,139035"
3662,"0,04776","0,043515","0,002078","0,18255"
3663,"0,029452","0,035289","0,001039","0,129483"
3664,"0,030248","0,03184","0,000963","0,124176"
3665,"0,037213","0,030248","0,001126","0,134922"
3666,"0,028457","0,025074","0,000714","0,107062"
3667,"0,02985","0,040994","0,001224","0,141688"
3668,"0,041392","0,044377","0,001837","0,171539"
3669,"0,037611","0,030248","0,001138","0,135718"
3670,"0,035422","0,05373","0,001903","0,178305"
3671,"0,047959","0,039601","0,001899","0,175121"
3672,"0,033432","0,036417","0,001218","0,139698"
3673,"0,030447","0,030049","0,000915","0,120992"
3674,"0,03383","0,037014","0,001252","0,141688"
3675,"0,02786","0,030845","0,000859","0,11741"
3676,"0,033233","0,031641","0,001052","0,129748"
3677,"0,023084","0,023681","0,000547","0,09353"
3678,"0,057113","0,046566","0,00266","0,207359"
3679,"0,03582","0,03184","0,001141","0,13532"
3680,"0,025074","0,026268","0,000659","0,102684"
3681,"0,040795","0,026865","0,001096","0,13532"
3682,"0,040397","0,037014","0,001495","0,154823"
3683,"0,031442","0,036417","0,001145","0,135718"
3684,"0,022487","0,025074","0,000564","0,095122"
3685,"0,022885","0,02587","0,000592","0,09751"
3686,"0,033034","0,022487","0,000743","0,111042"
3687,"0,046168","0,058108","0,002683","0,208553"
3688,"0,038805","0,03791","0,001471","0,15343"
3689,"0,086565","0,057014","0,004935","0,287158"
3690,"0,050148","0,057312","0,002874","0,214921"
3691,"0,044775","0,033731","0,00151","0,157012"
3692,"0,040298","0,056417","0,002273","0,193429"
3693,"0,046417","0,053432","0,00248","0,199697"
3694,"0,018955","0,022388","0,000424","0,082685"
3695,"0,093431","0,054327","0,005076","0,295516"
3696,"0,037611","0,039701","0,001493","0,154624"
3697,"0,018955","0,018059","0,000342","0,074028"
3698,"0,02597","0,030895","0,000802","0,113729"
3699,"0,015821","0,024776","0,000392","0,081192"
3700,"0,067312","0,034775","0,002341","0,204175"
3701,"0,046566","0,064178","0,002989","0,221488"
3702,"0,014328","0,031343","0,000449","0,091341"
3703,"0,026865","0,026641","0,000716","0,107013"
3704,"0,047686","0,057088","0,002722","0,209548"
3705,"0,049477","0,07276","0,0036","0,244472"
3706,"0,074998","0,063357","0,004752","0,27671"
3707,"0,028208","0,030895","0,000871","0,118206"
3708,"0,022835","0,021716","0,000496","0,089103"
3709,"0,040522","0,057312","0,002322","0,195667"
3710,"0,041417","0,025522","0,001057","0,133878"
3711,"0,067387","0,057984","0,003907","0,250741"
3712,"0,047909","0,063805","0,003057","0,223428"
3713,"0,059327","0,062014","0,003679","0,242681"
3714,"0,051268","0,065596","0,003363","0,233726"
3715,"0,042536","0,086864","0,003695","0,2588"
3716,"0,038283","0,038731","0,001483","0,154027"
3717,"0,050148","0,051715","0,002593","0,203727"
3718,"0,041417","0,038507","0,001595","0,159847"
3719,"0,036044","0,052387","0,001888","0,176862"
3720,"0,027537","0,042536","0,001171","0,140146"
3721,"0,063133","0,062909","0,003972","0,252084"
3722,"0,049029","0,043208","0,002118","0,184474"
3723,"0,02597","0,017686","0,000459","0,087312"
3724,"0,039626","0,050148","0,001987","0,179548"
3725,"0,042984","0,036939","0,001588","0,159847"
3726,"0,025298","0,032686","0,000827","0,115968"
3727,"0,041641","0,028656","0,001193","0,140594"
3728,"0,037163","0,043656","0,001622","0,161638"
3729,"0,118878","0,081043","0,009634","0,399842"
3730,"0,024179","0,029775","0,00072","0,107908"
3731,"0,066715","0,069849","0,00466","0,273128"
3732,"0,02485","0,023955","0,000595","0,09761"
3733,"0,022835","0,025522","0,000583","0,096714"
3734,"0,016343","0,018582","0,000304","0,069849"
3735,"0,027537","0,027537","0,000758","0,110147"
3736,"0,046342","0,036044","0,00167","0,164773"
3737,"0,057088","0,041865","0,00239","0,197906"
3738,"0,016567","0,021716","0,00036","0,076565"
3739,"0,066043","0,045671","0,003016","0,223428"
3740,"0,058879","0,061118","0,003599","0,239995"
3741,"0,072983","0,056641","0,004134","0,259248"
3742,"0,045223","0,048805","0,002207","0,188056"
3743,"0,038954","0,059551","0,00232","0,197011"
3744,"0,038059","0,038954","0,001483","0,154027"
3745,"0,04388","0,045671","0,002004","0,179101"
3746,"0,018358","0,027761","0,00051","0,092237"
3747,"0,022611","0,02597","0,000587","0,097162"
3748,"0,021492","0,024626","0,000529","0,092237"
3749,"0,027313","0,029775","0,000813","0,114177"
3750,"0,027537","0,024626","0,000678","0,104326"
3751,"0,026641","0,022164","0,00059","0,09761"
3752,"0,026865","0,026641","0,000716","0,107013"
3753,"0,048805","0,046118","0,002251","0,189847"
3754,"0,031119","0,030447","0,000947","0,123132"
3755,"0,036044","0,030671","0,001106","0,13343"
3756,"0,045223","0,044999","0,002035","0,180444"
3757,"0,028208","0,037387","0,001055","0,131191"
3758,"0,040522","0,038059","0,001542","0,157161"
3759,"0,037387","0,035596","0,001331","0,145967"
3760,"0,03985","0,038507","0,001534","0,156713"
3761,"0,085968","0,081491","0,007006","0,334918"
3762,"0,038954","0,065372","0,002547","0,208652"
3763,"0,05776","0,051939","0,003","0,219398"
3764,"0,088207","0,081043","0,007149","0,3385"
3765,"0,066267","0,07164","0,004747","0,275815"
3766,"0,055969","0,076118","0,00426","0,264173"
3767,"0,070745","0,070297","0,004973","0,282083"
3768,"0,032686","0,024626","0,000805","0,114624"
3769,"0,040745","0,029552","0,001204","0,140594"
3770,"0,060446","0,050596","0,003058","0,222085"
